customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,is_new_customer,TenureSegment,ServiceUsage,BillingLevel,BillingTenureSegment,EngagementScore,EngagementSegment,BillingEngageSegment,TenureEngageSegment,IsMonthToMonth,HasCoreProtection,HighRiskFinancialProfile,OverallRiskScore,Cluster
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,0,0,0,3,1
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,1,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,1
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,0,0,Loyal,Heavy,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,1,0,1,1
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,0,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,0,0,0,3,3
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,1,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,1,1,3,3
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,1,1
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,0,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,1,4,3
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,1,0,Loyal,Heavy,High,High-Loyal,3,LowEngage,High-LowEngage,Loyal-LowEngage,1,0,1,5,3
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,0,0
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,0,0,New,Heavy,High,High-New,5,MidEngage,High-MidEngage,New-MidEngage,1,1,1,2,3
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,0,0,Loyal,Heavy,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,1,0,1,1
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1,0,New,Heavy,High,High-New,6,MidEngage,High-MidEngage,New-MidEngage,1,1,1,2,3
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,0,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,1,1,0,2,3
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,0,0,2,0
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,2
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,0,1,4,3
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,0,0,New,Heavy,Low,Low-New,3,LowEngage,Low-LowEngage,New-LowEngage,1,1,0,1,1
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,2,2
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,0,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,1,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,1,5,3
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,2
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,2,0
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,0,0,Mid,Heavy,High,High-Mid,4,MidEngage,High-MidEngage,Mid-MidEngage,1,0,1,4,3
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1,0,Loyal,Heavy,Low,Low-Loyal,6,MidEngage,Low-MidEngage,Loyal-MidEngage,1,1,0,1,0
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,0,0,Loyal,Heavy,Low,Low-Loyal,3,LowEngage,Low-LowEngage,Loyal-LowEngage,0,1,0,1,1
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,1,0,New,Heavy,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,3,1
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,1,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,3,1
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,0,0,Mid,Heavy,High,High-Mid,3,LowEngage,High-LowEngage,Mid-LowEngage,1,1,0,3,3
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,1,0,New,Light,High,High-New,2,LowEngage,High-LowEngage,New-LowEngage,1,0,0,5,3
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,1,0,New,Heavy,High,High-New,6,MidEngage,High-MidEngage,New-MidEngage,1,1,1,2,1
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,0,0,3,0
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,0,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,3,2
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,0,0,0,2,2
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,1,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,3,1
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,0,0,0,1,1
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,0,0,Mid,Heavy,Low,Low-Mid,6,MidEngage,Low-MidEngage,Mid-MidEngage,1,1,0,1,1
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,0,0,New,Heavy,Low,Low-New,5,MidEngage,Low-MidEngage,New-MidEngage,1,1,1,1,1
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,1,0,New,Heavy,High,High-New,5,MidEngage,High-MidEngage,New-MidEngage,1,0,0,4,3
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,2,2
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,0,0,Mid,Heavy,High,High-Mid,3,LowEngage,High-LowEngage,Mid-LowEngage,1,0,0,3,3
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,0,0,Mid,Heavy,High,High-Mid,4,MidEngage,High-MidEngage,Mid-MidEngage,1,0,0,4,3
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,0,0,Mid,Light,Low,Low-Mid,1,LowEngage,Low-LowEngage,Mid-LowEngage,0,0,0,1,2
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,0,0,Mid,Heavy,Low,Low-Mid,5,MidEngage,Low-MidEngage,Mid-MidEngage,0,1,0,0,1
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,0,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,0,0,0,2,2
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,0,0,Mid,Heavy,Low,Low-Mid,4,MidEngage,Low-MidEngage,Mid-MidEngage,1,1,1,1,1
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1,0,Mid,Heavy,High,High-Mid,4,MidEngage,High-MidEngage,Mid-MidEngage,1,1,1,3,3
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,0,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,4,3
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,0,0,0,1,2
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,1,0,New,Light,High,High-New,2,LowEngage,High-LowEngage,New-LowEngage,1,0,0,4,3
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,1,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,1,0,1,4,1
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,0,0,Mid,Light,Low,Low-Mid,1,LowEngage,Low-LowEngage,Mid-LowEngage,1,0,1,2,2
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,0,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1,0,New,Heavy,High,High-New,7,HighEngage,High-HighEngage,New-HighEngage,1,1,1,3,3
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,0,0,Mid,Heavy,High,High-Mid,7,HighEngage,High-HighEngage,Mid-HighEngage,0,1,0,1,0
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,1,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,0,0,0,3,0
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,1,0,1,3,2
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1,0,Mid,Heavy,High,High-Mid,3,LowEngage,High-LowEngage,Mid-LowEngage,1,0,0,5,3
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,1,0,4,3
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,0,0,Mid,Heavy,High,High-Mid,7,HighEngage,High-HighEngage,Mid-HighEngage,1,0,0,3,3
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,1,0,New,Heavy,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,1
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,0,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,1
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,1,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,0,4,3
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,0,0
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1,0,Mid,Heavy,High,High-Mid,4,MidEngage,High-MidEngage,Mid-MidEngage,1,0,1,4,3
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,1,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,3,1
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,0,0,Mid,Heavy,Low,Low-Mid,3,LowEngage,Low-LowEngage,Mid-LowEngage,1,0,0,3,1
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,0,0,New,Heavy,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,1,1,2,1
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,0,0,Mid,Light,Low,Low-Mid,1,LowEngage,Low-LowEngage,Mid-LowEngage,0,0,0,2,2
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,1,0,0,3,1
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,0,0
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,1,0,New,Heavy,High,High-New,5,MidEngage,High-MidEngage,New-MidEngage,1,0,1,4,3
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,0,0,Mid,Heavy,High,High-Mid,6,MidEngage,High-MidEngage,Mid-MidEngage,1,1,1,3,3
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,0,0,Mid,Light,Low,Low-Mid,2,LowEngage,Low-LowEngage,Mid-LowEngage,0,0,0,1,2
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,1,1,1,3,0
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,2,2
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,0,0,Mid,Heavy,High,High-Mid,4,MidEngage,High-MidEngage,Mid-MidEngage,1,1,0,3,3
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,0,0,Mid,Heavy,High,High-Mid,3,LowEngage,High-LowEngage,Mid-LowEngage,1,0,0,3,3
9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,1,0,0,4,3
7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,0,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,3
